Borough,ParkorPlayground,Date,SportsPlayed,KIMorSSE,Attendance,Cancellation
Staten Island,DeMatti Park Fieldhouse,09/26/2024 10:00:00 AM,,K.I.M,15,
Brooklyn,Herbert Von King Park,08/29/2023 10:00:00 AM,,K.I.M,18,
Bronx,Williamsbridge Oval Recreation Center,08/16/2023 11:00:00 AM,Various Sports,S.S.E,7,
Manhattan,Langston Hughes Playground,08/24/2023 06:00:00 PM,,K.I.M,80,
Queens,Dutch Kills Playground,06/25/2024 06:00:00 PM,Tennis,S.S.E,22,
Bronx,Loreto Playground,08/11/2023 10:00:00 AM,,K.I.M,215,
Brooklyn,William Sheridan Playground,08/07/2024 10:00:00 AM,,K.I.M,0,Bad Weather
Queens,Horace Harding Playground,09/07/2022 03:37:00 PM,Various Sports,S.S.E,115,
Queens,Astoria Heights Playground,08/05/2022 05:00:00 PM,,K.I.M,30,
Manhattan,Carmansville Playground,09/17/2022 06:00:00 PM,,K.I.M,0,Called Out
Bronx,Hunts Point Recreation Center,08/30/2024 11:26:00 AM,,K.I.M,19,
Queens,Bayswater Park,07/06/2023 06:00:00 PM,,K.I.M,26,
Queens,Astoria Heights Playground,08/14/2024 06:00:00 PM,,K.I.M,230,
Brooklyn,Maria Hernandez Park,07/26/2022 08:58:00 AM,,K.I.M,50,
Bronx,Slattery Playground,07/14/2022 06:00:00 PM,,K.I.M,27,
Brooklyn,Brower Park,08/20/2022 10:00:00 AM,,K.I.M,110,
Queens,Astoria Park,07/12/2022 06:00:00 PM,,K.I.M,40,
Bronx,Behagen Playground,07/05/2024 11:26:00 AM,,K.I.M,140,
Queens,Bowne Playground,08/26/2023 06:00:00 PM,,K.I.M,138,
Brooklyn,Seth Low Playground/ Bealin Square,06/29/2023 10:00:00 AM,,K.I.M,90,
Brooklyn,St. John's Park,08/31/2022 10:00:00 AM,,K.I.M,15,
Queens,Bayswater Park,05/03/2024 06:00:00 PM,,K.I.M,20,
Staten Island,Austin J. McDonald Playground,05/04/2023 10:00:00 AM,,K.I.M,52,
Queens,Bowne Park,05/30/2024 06:00:00 PM,,K.I.M,0,Called Out
Bronx,Hunts Point Playground,07/05/2024 11:26:00 AM,,K.I.M,64,
Queens,Bowne Playground,06/16/2023 06:00:00 PM,,K.I.M,135,
Queens,Queensbridge Park,07/23/2022 12:22:00 PM,,K.I.M,11,
Queens,Grover Cleveland Playground,07/20/2023 01:00:00 PM,,K.I.M,100,
Manhattan,Sol Lain Plgd,07/01/2023 06:00:00 PM,,K.I.M,350,
Staten Island,Terrace Playground (P.S 35),08/03/2022 10:00:00 AM,,K.I.M,31,
Manhattan,Happy Warrior Playground,06/28/2022 06:00:00 PM,,K.I.M,200,
Manhattan,Fort Tryon Park,09/24/2024 10:39:00 AM,,K.I.M,86,
Queens,Astoria Park,07/06/2022 06:00:00 PM,,K.I.M,40,
Bronx,Hunts Point Recreation Center,09/19/2024 11:26:00 AM,,K.I.M,39,
Queens,Bowne Playground,07/19/2024 06:00:00 PM,,K.I.M,93,
Brooklyn,Seth Low Playground/ Bealin Square,05/21/2024 10:00:00 AM,,K.I.M,41,
Queens,Bayswater Park,07/18/2024 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,Tompkins Square Park,06/10/2022 06:00:00 PM,,K.I.M,117,
Bronx,Flynn Playground,06/24/2022 06:00:00 PM,,K.I.M,0,No Attendance
Bronx,Crotona Park,04/29/2022 06:00:00 PM,,K.I.M,33,
Queens,Park of the Americas,07/19/2023 06:00:00 PM,,K.I.M,313,
Brooklyn,Brownsville Recreation Center,07/09/2024 12:00:00 PM,Various Sports,S.S.E,65,
Manhattan,Columbus Park,09/01/2023 06:00:00 PM,,K.I.M,1128,
Brooklyn,Seth Low Playground/ Bealin Square,07/23/2022 10:00:00 AM,,K.I.M,120,
Manhattan,J. Hood Wright Park,05/13/2022 06:00:00 PM,,K.I.M,167,
Queens,Athens Square,07/30/2022 10:15:00 AM,,K.I.M,40,Called Out
Brooklyn,Bedford Playground,07/23/2022 10:00:00 AM,,K.I.M,0,
Queens,Yellowstone Park,05/25/2022 06:00:00 PM,,K.I.M,17,
Brooklyn,Sternberg Park,05/31/2024 10:00:00 AM,,K.I.M,12,
Brooklyn,Herbert Von King Park,09/01/2023 10:00:00 AM,,K.I.M,20,
Bronx,Crotona Park,07/07/2022 06:00:00 PM,,K.I.M,194,
Staten Island,Greenbelt Recreation Center,06/04/2022 03:00:00 PM,Various Sports,S.S.E,22,
Queens,Yellowstone Park,05/17/2024 06:00:00 PM,,K.I.M,152,
Bronx,Flynn Playground,05/11/2022 06:00:00 PM,,K.I.M,65,
Bronx,Hunts Point Playground,06/04/2022 06:00:00 PM,,K.I.M,200,
Manhattan,St. Catherine's Park,10/03/2023 06:00:00 PM,,K.I.M,0,No Attendance
Brooklyn,Marion Hopkinson Playground,08/12/2023 10:00:00 AM,,K.I.M,25,
Queens,Astoria Heights Playground,05/29/2024 06:00:00 PM,,K.I.M,247,
Queens,Astoria Heights Playground,06/03/2023 06:00:00 PM,,K.I.M,105,
Bronx,Soundview Park,08/27/2024 11:26:00 AM,,K.I.M,56,
Bronx,St. James Park,07/18/2024 11:26:00 AM,,K.I.M,61,
Queens,Juniper Valley Park,06/07/2022 06:00:00 PM,,K.I.M,20,
Queens,Flushing Meadows Corona Park,07/02/2022 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Hoover - Manton Playgrounds,06/17/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Lawrence Virgililo Playground,10/11/2024 06:00:00 PM,,K.I.M,70,
Manhattan,Samuel Seabury Playground,09/19/2024 03:29:00 PM,,K.I.M,340,
Queens,Bowne Park,08/12/2023 06:00:00 PM,,K.I.M,100,
Brooklyn,Brownsville Recreation Center,08/26/2024 12:00:00 PM,Various Sports,S.S.E,60,
Queens,Astoria Heights Playground,08/05/2023 06:00:00 PM,,K.I.M,176,
Brooklyn,Sternberg Park,05/15/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Manhattan,J. Hood Wright Park,09/15/2022 06:00:00 PM,,K.I.M,171,
Brooklyn,Brower Park,05/18/2024 10:00:00 AM,,K.I.M,0,Detailed to Event
Bronx,Loreto Playground,08/12/2023 10:00:00 AM,,K.I.M,75,
Queens,Yellowstone Park,07/29/2022 12:18:00 PM,,K.I.M,20,
Staten Island,Greencroft Playground,07/25/2023 10:00:00 AM,,K.I.M,60,
Queens,Bayswater Park,05/09/2024 06:00:00 PM,,K.I.M,29,
Bronx,Captain Rivera Playground,05/14/2022 06:00:00 PM,,K.I.M,46,
Queens,Helen Marshall Playground,06/08/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Torsney Playground,07/15/2023 06:00:00 PM,,K.I.M,0,Called Out
Queens,Hoover - Manton Playgrounds,09/18/2024 06:00:00 PM,,K.I.M,77,
Queens,Helen Marshall Playground,06/14/2022 06:00:00 PM,,K.I.M,14,
Queens,Lawrence Virgililo Playground,06/07/2024 06:00:00 PM,,K.I.M,92,
Manhattan,Seward Park,09/19/2023 06:00:00 PM,,K.I.M,300,
Queens,Playground Sixty Two LXII,08/26/2023 06:00:00 PM,Various Sports,S.S.E,20,
Queens,Astoria Heights Playground,06/15/2024 06:00:00 PM,,K.I.M,405,
Queens,Lawrence Virgililo Playground,08/17/2024 06:00:00 PM,,K.I.M,61,
Queens,Park of the Americas,09/29/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Hoover - Manton Playgrounds,04/25/2023 06:00:00 PM,,K.I.M,90,
Queens,Queensbridge Park,07/28/2022 05:00:00 PM,,K.I.M,0,Called Out
Manhattan,Samuel Seabury Playground,07/08/2022 06:00:00 PM,,K.I.M,85,
Queens,Torsney Playground,05/25/2023 06:00:00 PM,,K.I.M,146,
Brooklyn,Carroll Park,08/23/2024 10:00:00 AM,,K.I.M,0,Detailed to Event
Manhattan,Carmansville Playground,04/29/2022 06:00:00 PM,,K.I.M,165,
Queens,Dutch Kills Playground,06/01/2023 06:00:00 PM,Various Sports,S.S.E,41,
Queens,Astoria Heights Playground,07/19/2022 05:00:00 PM,,K.I.M,20,
Bronx,Poe Park,07/06/2024 11:26:00 AM,,K.I.M,146,
Bronx,Bronx Park,08/29/2024 11:26:00 AM,,K.I.M,66,
Brooklyn,Sternberg Park,07/20/2024 10:00:00 AM,,K.I.M,92,
Bronx,Williamsbridge Oval Park,07/25/2024 11:00:00 AM,Various Sports,S.S.E,17,
Manhattan,Langston Hughes Playground,08/30/2022 06:00:00 PM,,K.I.M,370,
Queens,Astoria Heights Playground,10/10/2023 06:00:00 PM,,K.I.M,0,
Manhattan,Sol Lain Plgd,07/08/2022 06:00:00 PM,,K.I.M,50,
Brooklyn,Marion Hopkinson Playground,06/18/2022 10:00:00 AM,,K.I.M,32,
Brooklyn,Brownsville Recreation Center,08/15/2024 12:00:00 PM,Various Sports,S.S.E,65,
Manhattan,Little Flower Playground,06/22/2022 06:00:00 PM,,K.I.M,23,
Queens,Grover Cleveland Playground,08/12/2023 06:00:00 PM,,K.I.M,54,
Queens,London Planetree Playground,08/11/2023 06:00:00 PM,,K.I.M,0,
Brooklyn,Rappaport Playground,08/18/2023 10:00:00 AM,,K.I.M,50,
Manhattan,Carmansville Playground,08/09/2023 06:00:00 PM,,K.I.M,105,
Manhattan,Seward Park,05/06/2023 11:34:00 AM,,K.I.M,548,
Staten Island,Lieutenant John H. Martinson Playground,07/12/2022 10:00:00 AM,,K.I.M,75,
Bronx,Crotona Park,07/30/2022 06:00:00 PM,,K.I.M,68,
Queens,Police Office Edward Byrne Park,05/16/2024 06:00:00 PM,,K.I.M,0,Called Out
Bronx,Poe Park,10/04/2024 11:26:00 AM,,K.I.M,166,
Queens,Bowne Playground,06/07/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,London Planetree Playground,08/03/2023 06:00:00 PM,,K.I.M,10,
Queens,Park of the Americas,08/09/2024 06:00:00 PM,,K.I.M,45,
Bronx,Williamsbridge Oval Recreation Center,08/16/2023 04:00:00 PM,Soccer,S.S.E,20,
Queens,Bowne Playground,07/29/2023 01:00:00 PM,,K.I.M,50,
Brooklyn,Russell Pedersen Playground,05/31/2023 10:00:00 AM,,K.I.M,30,
Staten Island,The Big Park,08/20/2024 10:00:00 AM,,K.I.M,40,
Queens,Helen Marshall Playground,06/06/2023 06:00:00 PM,,K.I.M,70,
Queens,Torsney Playground,08/23/2024 06:00:00 PM,,K.I.M,0,Called Out
Bronx,Behagen Playground,08/13/2022 06:00:00 PM,,K.I.M,240,
Manhattan,Seward Park,10/05/2022 06:00:00 PM,,K.I.M,200,
Manhattan,Happy Warrior Playground,09/08/2022 06:00:00 PM,,K.I.M,247,
Staten Island,Fairview Park,08/27/2022 10:00:00 AM,Various Sports,S.S.E,175,
Staten Island,Rev. Dr. Maggie Howard Playground,07/14/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Queens,Helen Marshall Playground,06/15/2022 06:00:00 PM,,K.I.M,22,
Bronx,Kwame Ture Recreation Center,07/16/2022 10:00:00 AM,Soccer,S.S.E,23,
Bronx,St. Mary's Park,07/13/2024 11:26:00 AM,,K.I.M,450,
Queens,Bayswater Park,05/25/2022 06:00:00 PM,,K.I.M,19,
Brooklyn,Hamilton Metz Field,05/23/2023 10:00:00 AM,,K.I.M,62,
Manhattan,Samuel Seabury Playground,08/25/2022 06:00:00 PM,,K.I.M,0,No Attendance
Staten Island,Arrochar Playground,10/15/2022 10:00:00 AM,,K.I.M,43,
Brooklyn,William Sheridan Playground,07/18/2024 10:00:00 AM,,K.I.M,18,
Manhattan,J. Hood Wright Park,07/22/2023 06:00:00 PM,,K.I.M,125,
Queens,Grover Cleveland Playground,08/05/2023 06:00:00 PM,,K.I.M,0,Called Out
Manhattan,Columbus Park,07/14/2022 06:00:00 PM,,K.I.M,104,
Brooklyn,Marion Hopkinson Playground,08/24/2022 10:00:00 AM,,K.I.M,10,
Bronx,Dawson Playground,07/09/2022 06:00:00 PM,,K.I.M,42,
Queens,Yellowstone Park,07/25/2023 06:00:00 PM,,K.I.M,60,
Bronx,Slattery Playground,06/28/2024 11:26:00 AM,,K.I.M,115,
Queens,Park of the Americas,05/05/2023 06:00:00 PM,,K.I.M,380,
Queens,Hoover - Manton Playgrounds,05/01/2024 06:00:00 PM,,K.I.M,120,
Manhattan,McKinley Park,08/30/2022 06:00:00 PM,,K.I.M,65,
Queens,Phil Scooter Rizzuto Park,07/26/2023 06:00:00 PM,,K.I.M,93,
Queens,Astoria Park,07/21/2022 05:00:00 PM,,K.I.M,30,
Queens,Bowne Park,07/20/2024 06:00:00 PM,,K.I.M,80,
Queens,London Planetree Playground,06/23/2022 06:00:00 PM,,K.I.M,17,
Queens,Bowne Park,09/18/2024 06:00:00 PM,,K.I.M,20,
Queens,Athens Square,08/10/2022 06:00:00 PM,,K.I.M,36,
Manhattan,McKinley Playground,10/05/2022 06:00:00 PM,,K.I.M,160,
Queens,Grover Cleveland Playground,05/30/2023 06:00:00 PM,,K.I.M,230,
Manhattan,Seward Park,08/24/2022 06:00:00 PM,,K.I.M,295,
Manhattan,Bloomingdale Playground,09/06/2023 06:00:00 PM,,K.I.M,0,Called Out
Staten Island,Austin J. McDonald Playground Fieldhouse,06/11/2024 10:00:00 AM,,K.I.M,30,
Bronx,Williamsbridge Oval Recreation Center,08/02/2023 04:00:00 PM,Soccer,S.S.E,33,
Brooklyn,Maria Hernandez Park,08/15/2024 10:00:00 AM,,K.I.M,70,
Staten Island,DeMatti Park Fieldhouse,08/31/2024 10:00:00 AM,,K.I.M,161,
Brooklyn,St. John's Park,08/20/2022 10:00:00 AM,,K.I.M,33,
Queens,Redfern Playground,07/23/2024 06:00:00 PM,,K.I.M,0,Called Out
Queens,Lawrence Virgililo Playground,09/28/2024 06:00:00 PM,,K.I.M,0,Called Out
Staten Island,Faber Park Recreation Center,07/28/2022 10:00:00 AM,,K.I.M,28,
Staten Island,Lieutenant John H. Martinson Playground,07/10/2024 10:00:00 AM,,K.I.M,75,
Queens,Phil Scooter Rizzuto Park,09/21/2023 06:00:00 PM,,K.I.M,121,
Queens,Bayswater Park,10/08/2024 06:00:00 PM,,K.I.M,35,
Manhattan,Langston Hughes Playground,08/16/2024 05:25:00 PM,,K.I.M,30,
Queens,Helen Marshall Playground,05/29/2024 06:00:00 PM,,K.I.M,65,
Brooklyn,Carroll Park,10/04/2024 10:00:00 AM,,K.I.M,71,Bad Weather
Queens,Athens Square,07/26/2022 10:13:00 AM,,K.I.M,82,
Queens,London Planetree Playground,06/30/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Queens,Flushing Meadows Corona Park,07/06/2022 06:00:00 PM,,K.I.M,64,
Bronx,Crotona Park,07/14/2022 06:00:00 PM,,K.I.M,140,
Brooklyn,Brower Park,05/29/2024 10:00:00 AM,,K.I.M,26,
Queens,Rochdale Park,09/09/2022 03:37:00 PM,,K.I.M,21,
Brooklyn,Sunset Park,08/06/2024 10:00:00 AM,,K.I.M,7,Detailed to Event
Bronx,Hunts Point Playground,07/30/2022 06:00:00 PM,,K.I.M,85,
Brooklyn,Hamilton Metz Field,07/14/2022 10:00:00 AM,,K.I.M,10,
Manhattan,Martin Luther King Plgd,07/27/2023 06:00:00 PM,,K.I.M,36,
Brooklyn,Sternberg Park,06/03/2022 10:00:00 AM,,K.I.M,40,
Brooklyn,Brower Park,06/07/2024 10:00:00 AM,,K.I.M,27,
Queens,Astoria Park,07/30/2022 10:08:00 AM,,K.I.M,65,
Queens,Horace Harding Playground,09/29/2022 04:58:00 PM,Various Sports,S.S.E,40,
Staten Island,Skyline Playground,07/18/2024 11:28:00 AM,Various Sports,S.S.E,45,
Manhattan,Bloomingdale Playground,08/29/2023 06:00:00 PM,,K.I.M,564,
Bronx,St. James Park,09/28/2024 11:26:00 AM,,K.I.M,32,
Bronx,Crotona Park,05/31/2022 06:00:00 PM,,K.I.M,37,
Staten Island,Austin J. McDonald Playground Fieldhouse,08/15/2024 10:00:00 AM,,K.I.M,158,
Manhattan,Seward Park,07/20/2023 06:00:00 PM,,K.I.M,295,
Bronx,Williamsbridge Oval Recreation Center,07/26/2023 04:00:00 PM,Soccer,S.S.E,35,
Manhattan,Carmansville Playground,04/28/2022 06:00:00 PM,,K.I.M,0,No Attendance
Staten Island,DeMatti Park Fieldhouse,09/20/2024 10:00:00 AM,,K.I.M,85,
Manhattan,Seward Park,05/12/2023 11:34:00 AM,,K.I.M,325,
Bronx,Williamsbridge Oval Recreation Center,08/01/2023 12:30:00 PM,Various Sports,S.S.E,7,
Queens,Helen Marshall Playground,07/13/2022 06:00:00 PM,,K.I.M,44,
Queens,Yellowstone Park,06/08/2022 06:00:00 PM,,K.I.M,22,
Brooklyn,Russell Pedersen Playground,07/26/2023 10:00:00 AM,,K.I.M,65,
Manhattan,Bloomingdale Playground,05/10/2023 02:00:00 PM,,K.I.M,300,
Staten Island,DeMatti Park Fieldhouse,09/23/2022 10:00:00 AM,,K.I.M,80,
Manhattan,Martin Luther King Plgd,07/11/2023 06:00:00 PM,,K.I.M,0,No Attendance
Queens,Horace Harding Playground,06/06/2023 06:00:00 PM,,K.I.M,153,
Manhattan,Happy Warrior Playground,07/19/2023 06:00:00 PM,,K.I.M,385,
Brooklyn,Hamilton Metz Field,08/26/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Queens,Bowne Playground,08/10/2024 10:00:00 AM,,K.I.M,314,
Brooklyn,John J Carty Park,06/24/2022 10:00:00 AM,,K.I.M,12,Detailed to Event
Queens,Park of the Americas,08/04/2023 06:00:00 PM,,K.I.M,278,
Queens,Juniper Valley Park,06/24/2022 06:00:00 PM,,K.I.M,31,No Attendance
Queens,Yellowstone Park,07/06/2022 06:00:00 PM,,K.I.M,32,
Queens,Police Office Edward Byrne Park,08/10/2024 06:00:00 PM,,K.I.M,19,
Staten Island,Austin J. McDonald Playground Fieldhouse,06/05/2024 10:00:00 AM,,K.I.M,50,
Manhattan,Columbus Park,06/17/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Staten Island,Levy Playground Fieldhouse,08/12/2023 10:00:00 AM,,K.I.M,62,
Queens,Torsney Playground,07/27/2024 06:00:00 PM,,K.I.M,78,
Brooklyn,Hamilton Metz Field,07/29/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Bronx,Hunts Point Playground,06/21/2022 05:00:00 PM,,K.I.M,0,Called Out
Staten Island,Rev. Dr. Maggie Howard Playground,09/21/2022 10:00:00 AM,,K.I.M,0,Called Out
Queens,Bowne Playground,09/01/2023 06:00:00 PM,,K.I.M,167,
Bronx,Captain Rivera Playground,08/04/2022 10:00:00 AM,,K.I.M,0,Bad Weather
Bronx,Williamsbridge Oval Park,07/30/2024 11:00:00 AM,Various Sports,S.S.E,10,
Brooklyn,Dyker Beach Park,06/03/2022 10:00:00 AM,,K.I.M,15,
Manhattan,Happy Warrior Playground,06/09/2022 06:00:00 PM,,K.I.M,170,
Bronx,Williamsbridge Oval Park,09/11/2024 03:00:00 PM,Tennis,S.S.E,6,
Queens,Springfield Park,07/06/2022 06:00:00 PM,Various Sports,S.S.E,25,
Manhattan,Sol Lain Plgd,06/02/2023 06:00:00 PM,,K.I.M,300,
Staten Island,DeMatti Park Fieldhouse,06/07/2023 10:00:00 AM,,K.I.M,0,Bad Weather
Brooklyn,Hamilton Metz Field,05/31/2023 10:00:00 AM,,K.I.M,115,
Brooklyn,Hamilton Metz Field,09/15/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Brooklyn,Rappaport Playground,08/31/2023 10:00:00 AM,,K.I.M,50,
Bronx,Hunts Point Recreation Center,08/15/2024 11:26:00 AM,,K.I.M,52,
Queens,Astoria Heights Playground,10/14/2023 06:00:00 PM,,K.I.M,0,Detailed to Event
Staten Island,DeMatti Park Fieldhouse,10/08/2024 10:00:00 AM,,K.I.M,88,
Brooklyn,Carroll Park,10/01/2024 10:00:00 AM,,K.I.M,0,Bad Weather
Bronx,Williamsbridge Oval Recreation Center,07/13/2023 04:00:00 PM,Soccer,S.S.E,32,
Staten Island,DeMatti Park Fieldhouse,09/13/2024 10:00:00 AM,,K.I.M,48,
Staten Island,DeMatti Park Fieldhouse,07/05/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Staten Island,Greenbelt Recreation Center,10/13/2022 03:00:00 PM,Flag Football,S.S.E,15,
Manhattan,Happy Warrior Playground,07/10/2024 05:41:00 PM,,K.I.M,39,
Manhattan,Gertrude Ederle Recreation Center,07/13/2024 10:07:00 AM,,K.I.M,106,
Manhattan,Happy Warrior Playground,07/12/2023 06:00:00 PM,,K.I.M,800,
Staten Island,Rev. Dr. Maggie Howard Playground,09/23/2022 10:00:00 AM,,K.I.M,88,
Staten Island,The Big Park,09/14/2023 10:00:00 AM,,K.I.M,34,
Queens,Queensbridge Park,08/08/2023 06:00:00 PM,,K.I.M,17,
Queens,Hoover - Manton Playgrounds,07/01/2023 06:00:00 PM,,K.I.M,0,
Brooklyn,Hamilton Metz Field,06/19/2024 10:00:00 AM,,K.I.M,10,
Queens,Yellowstone Park,08/12/2022 06:00:00 PM,,K.I.M,0,Called Out
Staten Island,Austin J. McDonald Playground Fieldhouse,05/23/2024 10:00:00 AM,,K.I.M,50,
Bronx,Behagen Playground,08/02/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Manhattan,Samuel Seabury Playground,08/29/2023 06:00:00 PM,,K.I.M,101,
Queens,Gorman Playground,07/23/2022 05:00:00 PM,,K.I.M,22,
Manhattan,Bloomingdale Playground,06/08/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Queens,Astoria Heights Playground,06/20/2023 06:00:00 PM,,K.I.M,110,
Manhattan,Sol Lain Plgd,08/30/2022 06:00:00 PM,,K.I.M,30,
Staten Island,DeMatti Park Fieldhouse,05/24/2024 05:21:00 PM,,K.I.M,135,
Queens,Rochdale Park,09/21/2022 06:00:00 PM,,K.I.M,20,
Bronx,Williamsbridge Oval Recreation Center,08/25/2022 11:00:00 AM,Various Sports,S.S.E,10,
Manhattan,Martin Luther King Plgd,09/28/2023 06:00:00 PM,,K.I.M,0,Bad Weather
Staten Island,Fairview Park,04/26/2024 10:00:00 AM,Various Sports,S.S.E,34,
Staten Island,Austin J. McDonald Playground,07/21/2023 10:00:00 AM,,K.I.M,130,
Queens,Astoria Heights Playground,06/28/2024 06:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Hamilton Metz Field,04/24/2024 10:00:00 AM,,K.I.M,29,
Queens,Astoria Heights Playground,08/04/2023 06:00:00 PM,,K.I.M,110,
Queens,Bowne Playground,05/13/2023 06:00:00 PM,,K.I.M,300,
Staten Island,DeMatti Park Fieldhouse,10/11/2022 10:00:00 AM,,K.I.M,33,
Manhattan,Bloomingdale Playground,06/20/2023 06:00:00 PM,,K.I.M,430,
Staten Island,Schmul Park,08/25/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Brooklyn,St. John's Park,08/12/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Bronx,Williamsbridge Oval Recreation Center,07/11/2023 04:00:00 PM,Soccer,S.S.E,27,
Queens,Yellowstone Park,07/15/2023 06:00:00 PM,,K.I.M,0,Called Out
Bronx,Bronx Park,06/11/2024 11:26:00 AM,,K.I.M,120,
Bronx,Williamsbridge Oval Park,06/14/2024 02:41:00 PM,Various Sports,S.S.E,0,
Queens,Helen Marshall Playground,07/12/2024 06:00:00 PM,,K.I.M,0,Bad Weather
Brooklyn,Rappaport Playground,08/05/2023 10:00:00 AM,,K.I.M,,Detailed to Event
Brooklyn,Brower Park,07/29/2022 10:00:00 AM,,K.I.M,90,
Manhattan,Fort Tryon Park,08/27/2024 03:34:00 PM,,K.I.M,305,
Queens,Police Office Edward Byrne Park,05/23/2024 06:00:00 PM,,K.I.M,15,
Queens,Torsney Playground,09/06/2024 06:00:00 PM,,K.I.M,85,
Brooklyn,Seth Low Playground/ Bealin Square,07/30/2022 10:00:00 AM,,K.I.M,160,
Staten Island,Arrochar Playground,10/05/2022 10:00:00 AM,,K.I.M,54,
Bronx,Al Quinones Playground,09/06/2023 10:00:00 AM,,K.I.M,150,
Brooklyn,Hamilton Metz Field,08/03/2024 10:00:00 AM,,K.I.M,0,Detailed to Event
Queens,Queensbridge Park,07/13/2023 06:00:00 PM,,K.I.M,85,
Staten Island,Lieutenant John H. Martinson Playground,08/12/2022 10:00:00 AM,,K.I.M,110,
Brooklyn,Marion Hopkinson Playground,08/11/2022 10:00:00 AM,,K.I.M,0,Detailed to Event
Queens,Helen Marshall Playground,10/02/2024 06:00:00 PM,,K.I.M,80,
Manhattan,Happy Warrior Playground,06/01/2024 09:47:00 AM,,K.I.M,307,
Staten Island,Greenbelt Recreation Center,08/06/2022 03:00:00 PM,Various Sports,S.S.E,136,
Brooklyn,Brower Park,06/07/2023 10:00:00 AM,,K.I.M,,Bad Weather
Staten Island,DeMatti Park Fieldhouse,06/18/2024 10:00:00 AM,,K.I.M,175,
Queens,Helen Marshall Playground,05/08/2024 06:00:00 PM,,K.I.M,80,
Queens,Phil Scooter Rizzuto Park,09/20/2023 06:00:00 PM,,K.I.M,142,
Brooklyn,Fort Hamilton Senior Recreation Center,08/22/2023 09:00:00 AM,Various Sports,S.S.E,45,
Queens,Yellowstone Park,07/03/2024 06:00:00 PM,,K.I.M,80,
Queens,Highland Park,07/03/2024 06:00:00 PM,,K.I.M,47,
Manhattan,J. Hood Wright Park,05/24/2024 05:50:00 PM,,K.I.M,365,
Manhattan,Bloomingdale Playground,06/20/2022 06:00:00 PM,,K.I.M,235,
Queens,Helen Marshall Playground,05/31/2023 06:00:00 PM,,K.I.M,73,
Queens,Grover Cleveland Playground,08/25/2022 04:11:00 PM,,K.I.M,0,Called Out
Queens,London Planetree Playground,07/21/2023 06:00:00 PM,,K.I.M,30,
Bronx,St. Mary's Park,08/02/2023 10:00:00 AM,,K.I.M,205,
Brooklyn,John J Carty Park,07/06/2022 09:00:00 AM,Various Sports,S.S.E,11,
Brooklyn,Century Playground,06/21/2023 10:00:00 AM,,K.I.M,23,
Staten Island,Faber Park Recreation Center,05/31/2022 03:30:00 PM,Various Sports,S.S.E,8,
Manhattan,Sol Lain Plgd,08/26/2022 06:00:00 PM,,K.I.M,60,
Manhattan,Happy Warrior Playground,07/28/2023 06:00:00 PM,,K.I.M,119,Bad Weather
Bronx,Walter Gladwin Park,07/20/2024 11:26:00 AM,,K.I.M,17,
Manhattan,Seward Park,09/16/2023 06:00:00 PM,,K.I.M,0,Called Out
Brooklyn,Sternberg Park,07/09/2024 10:00:00 AM,,K.I.M,125,
Brooklyn,Carroll Park,09/26/2024 10:00:00 AM,,K.I.M,62,Bad Weather
Staten Island,Arrochar Playground,06/06/2024 03:37:00 PM,,K.I.M,100,
Queens,Athens Square,07/28/2022 10:13:00 AM,,K.I.M,50,
Manhattan,Seward Park,10/04/2024 08:17:00 AM,,K.I.M,337,
Queens,Flushing Meadows Corona Park,08/23/2022 10:28:00 AM,,K.I.M,0,No Attendance
Manhattan,Bloomingdale Playground,07/09/2024 09:25:00 AM,,K.I.M,71,
Staten Island,Greencroft Playground,07/14/2023 10:00:00 AM,,K.I.M,45,Detailed to Event
Manhattan,J. Hood Wright Park,08/03/2022 06:00:00 PM,,K.I.M,159,
Brooklyn,Sternberg Park,07/19/2023 10:00:00 AM,,K.I.M,,Bad Weather
Bronx,Behagen Playground,08/11/2022 06:00:00 PM,,K.I.M,270,
Manhattan,Sol Lain Plgd,07/20/2023 06:00:00 PM,,K.I.M,408,
Queens,Helen Marshall Playground,09/07/2024 06:00:00 PM,,K.I.M,49,
Manhattan,Mathews-Palmer Playground,07/08/2023 06:00:00 PM,,K.I.M,105,
